pickup_datetime,passenger_count,trip_distance
2017-05-26,381802,0.0
2017-05-27,389890,0.0
2017-05-28,360265,0.0
2017-05-29,303871,0.0
2017-05-30,331354,0.0
2017-05-31,350013,0.0
2017-06-01,352056,14958.43386751405
2017-06-02,394266,14425.657262447798
2017-06-03,445094,11496.576316348946
2017-06-04,395859,12066.784480724034
2017-06-05,346403,12489.864124077862
2017-06-06,383846,12296.830700593144
2017-06-07,384459,12288.43093956531
2017-06-08,415712,13242.274505774029
2017-06-09,432528,12701.586351166747
2017-06-10,485414,11490.250764268314
2017-06-11,419156,11580.911562313138
2017-06-12,360459,11757.655872908905
2017-06-13,387674,15063.671983447592
2017-06-14,392727,16693.292114997243
2017-06-15,405468,13156.144586678882
2017-06-16,433976,12270.490261305078
2017-06-17,481869,11565.951718388375
2017-06-18,399694,10945.235068604585
2017-06-19,391175,12052.13052268532
2017-06-20,370615,12123.916988712903
2017-06-21,393555,12026.565705845884
2017-06-22,392540,12840.624445383059
2017-06-23,458236,12231.829016020516
2017-06-24,490728,12634.679838684227
2017-06-25,390226,12320.626211625893
2017-06-26,330812,11380.409561532446
2017-06-27,368756,12086.461792088441
2017-06-28,368709,13107.960585362602
2017-06-29,379421,13369.14379691819
2017-06-30,412037,12540.960369272994
2017-07-01,420157,11631.329655409114
2017-07-02,364115,10113.775271241408
2017-07-03,313023,10230.266447699116
2017-07-04,320926,10801.62799451267
2017-07-05,329920,11345.12601559342
2017-07-06,344238,11304.191654273325
2017-07-07,430298,13076.683654857548
2017-07-08,443818,10683.675840875012
2017-07-09,400356,11134.324185636488
2017-07-10,346663,11515.19176922741
2017-07-11,369712,12822.63114121094
2017-07-12,398350,12158.576312560452
2017-07-13,430481,12749.49233916473
2017-07-14,460724,13496.66554779138
2017-07-15,478849,12673.394438711222
2017-07-16,431000,12883.343098566113
2017-07-17,360703,12542.910679247154
2017-07-18,384276,12702.572814559444
2017-07-19,410814,12502.643233607552
2017-07-20,440934,13321.782681914725
2017-07-21,462282,13835.870387379211
2017-07-22,494915,14589.499924952934
2017-07-23,425013,12898.842153395322
2017-07-24,379123,12498.29436909749
2017-07-25,362260,12447.466566652969
2017-07-26,382612,12747.222624031103
2017-07-27,416180,12762.654419053386
2017-07-28,448460,13315.918859698384
2017-07-29,477002,12668.157703321787
2017-07-30,432067,13419.48610166592
2017-07-31,360174,11867.56037292554
2017-08-01,370248,14770.68309729492
2017-08-02,404213,12762.584181479735
2017-08-03,417931,13115.379803251762
2017-08-04,450000,14213.405859090535
2017-08-05,463586,13964.519277928364
2017-08-06,411304,13201.72924218799
2017-08-07,398838,11880.14621024779
2017-08-08,361572,11305.709303949516
2017-08-09,384103,12133.07026737079
2017-08-10,407125,12517.017148342806
2017-08-11,436450,11968.362782542723
2017-08-12,462408,11648.716478748185
2017-08-13,409954,12451.98938584401
2017-08-14,348626,12629.308815173155
2017-08-15,385178,12178.625932895202
2017-08-16,387956,11874.288071399464
2017-08-17,407619,12065.87850311566
2017-08-18,471282,12758.92458936675
2017-08-19,479665,11213.376119489472
2017-08-20,428782,12219.238224429377
2017-08-21,360078,12138.456343270102
2017-08-22,390792,14883.40498312474
