pickup_datetime,passenger_count,trip_distance
2017-02-01,567861,36.489232331
2017-02-02,611169,37.894511009
2017-02-03,661344,40.281834916
2017-02-04,679153,44.685768624999994
2017-02-05,565185,48.622774886
2017-02-06,504266,51.283031972
2017-02-07,560907,40.865968607
2017-02-08,573623,56.365247935999996
2017-02-09,354096,42.240661506
2017-02-10,625918,43.400416004
2017-02-11,686817,38.316745007
2017-02-12,596573,62.060864251000005
2017-02-13,557094,56.787604156
2017-02-14,600219,53.063124757
2017-02-15,600299,50.827778095999996
2017-02-16,635799,54.78227516700001
2017-02-17,625708,39.734515174
2017-02-18,609439,45.626788477000005
2017-02-19,561012,51.912675359000005
2017-02-20,474682,45.752049759
2017-02-21,514734,50.09836287499999
2017-02-22,545848,49.338955503
2017-02-23,585898,52.836853848000004
2017-02-24,623758,50.13736758099999
2017-02-25,688545,46.316996571000004
2017-02-26,590025,55.454646592
2017-02-27,533692,43.709452223999996
2017-02-28,560061,39.907408362
2017-03-01,592542,49.577230378
2017-03-02,647708,41.832162477
2017-03-03,700958,71.605039252
2017-03-04,747215,39.781400227000006
2017-03-05,598238,62.909391944999996
2017-03-06,534041,42.381790758
2017-03-07,572819,64.70781344099998
2017-03-08,589559,41.989383346
2017-03-09,630066,44.773605692
2017-03-10,673282,53.830226497
2017-03-11,739708,38.204470040000004
2017-03-12,610289,48.620725331
2017-03-13,583781,40.132792834
2017-03-14,175497,44.739705016
2017-03-15,517949,37.32729237
2017-03-16,561159,39.944277079
2017-03-17,577771,47.58962051
2017-03-18,682976,50.687890909
2017-03-19,553198,56.35273554199999
2017-03-20,494181,42.864638768
2017-03-21,526119,54.105482071
2017-03-22,600201,49.918696439
2017-03-23,600539,47.640123247000005
2017-03-24,600805,52.927125041
2017-03-25,645250,43.552692471
2017-03-26,556765,44.854316356
2017-03-27,493938,40.227075608
2017-03-28,574919,43.495172978
2017-03-29,572133,42.772106736
2017-03-30,609983,43.788129222
2017-03-31,674052,38.05716092899999
2017-04-01,655951,39.358171607
2017-04-02,574350,44.007287645000005
2017-04-03,523272,57.013613791000004
2017-04-04,580087,38.031085646
2017-04-05,604394,48.467832104
2017-04-06,629012,41.279605991
2017-04-07,677088,46.345642007
2017-04-08,676487,41.651587035999995
2017-04-09,582654,48.752798339
2017-04-10,503223,48.229616658
2017-04-11,545292,52.403957026
2017-04-12,567262,44.880031978000005
